tm1508	mutant
tm1509	mutant
tm1510	mutant
tm1512	mutant
tm1513	mutant
tm1514	mutant
tm1515	mutant
tm1516	mutant
tm1517	mutant
tm1518	mutant
tm1519	mutant
tm1520	mutant
tm1521	mutant
tm1522	mutant
tm1523	mutant
tm1524	mutant
tm1525	mutant
tm1526	mutant
tm1527	mutant
tm1528	mutant
tm1529	mutant
tm1531	mutant
tm1532	mutant
tm1533	mutant
tm1534	mutant
tm1535	mutant
tm1537	mutant
tm1538	mutant
tm1539	mutant
tm1540	mutant
tm1541	mutant
tm1542	mutant
tm1544	mutant
tm1545	mutant
tm1546	mutant
tm1548	mutant
tm1549	mutant
tm1550	mutant
tm1552	mutant
tm1553	mutant
tm1554	mutant
tm1555	mutant
tm1556	mutant
tm1557	mutant
tm1558	mutant
tm1559	mutant
tm1560	mutant
tm1562	mutant
tm1563	mutant
tm1564	mutant
tm1565	mutant
tm1566	mutant
tm1567	mutant
tm1568	mutant
tm1569	mutant
tm1570	mutant
tm1571	mutant
tm1572	mutant
tm1573	mutant
tm1574	mutant
tm1575	mutant
tm1576	mutant
tm1577	mutant
tm1578	mutant
tm1579	mutant
tm1580	mutant
tm1581	mutant
tm1582	mutant
tm1583	mutant
tm1584	mutant
tm1585	mutant
tm1586	mutant
tm1588	mutant
tm1589	mutant
tm1590	mutant
tm1591	mutant
tm1592	mutant
tm1593	mutant
tm1594	mutant
tm1595	mutant
tm1596	mutant
tm1597	mutant
tm1598	mutant
tm1599	mutant
tm1600	mutant
tm1601	mutant
tm1602	mutant
tm1603	mutant
tm1605	mutant
tm1606	mutant
tm1607	mutant
tm1608	mutant
tm1610	mutant
tm1611	mutant
tm1613	mutant
tm1614	mutant
tm1615	mutant
tm1617	mutant
tm1618	mutant
tm1619	mutant
tm1620	mutant
tm1621	mutant
tm1622	mutant
tm1623	mutant
tm1624	mutant
tm1625	mutant
tm1626	mutant
tm1627	mutant
tm1628	mutant
tm1629	mutant
tm1630	mutant
tm1631	mutant
tm1632	mutant
tm1633	mutant
tm1634	mutant
tm1635	mutant
tm1636	mutant
tm1637	mutant
tm1638	mutant
tm1639	mutant
tm1640	mutant
tm1641	mutant
tm1642	mutant
tm1643	mutant
tm1644	mutant
tm1645	mutant
tm1646	mutant
tm1647	mutant
tm1648	mutant
tm1649	mutant
tm1650	mutant
tm1651	mutant
tm1652	mutant
tm1653	mutant
tm1654	mutant
tm1655	mutant
tm1656	mutant
tm1657	mutant
tm1658	mutant
tm1659	mutant
tm1660	mutant
tm1661	mutant
tm1662	mutant
tm1663	mutant
tm1664	mutant
tm1665	mutant
tm1666	mutant
tm1667	mutant
tm1668	mutant
tm1670	mutant
tm1671	mutant
tm1672	mutant
tm1673	mutant
tm1675	mutant
tm1676	mutant
tm1677	mutant
tm1678	mutant
tm1679	mutant
tm1680	mutant
tm1681	mutant
tm1682	mutant
tm1683	mutant
tm1684	mutant
tm1686	mutant
tm1687	mutant
tm1688	mutant
tm1689	mutant
tm1690	mutant
tm1691	mutant
tm1692	mutant
tm1693	mutant
tm1694	mutant
tm1695	mutant
tm1696	mutant
tm1697	mutant
tm1698	mutant
tm1699	mutant
tm1700	mutant
tm1701	mutant
tm1703	mutant
tm1704	mutant
tm1705	mutant
tm1706	mutant
tm1708	mutant
tm1709	mutant
tm1710	mutant
tm1711	mutant
tm1712	mutant
tm1713	mutant
tm1714	mutant
tm1715	mutant
tm1716	mutant
tm1719	mutant
tm1720	mutant
tm1722	mutant
tm1723	mutant
tm1724	mutant
tm1725	mutant
tm1726	mutant
tm1728	mutant
tm1729	mutant
tm1730	mutant
tm1731	mutant
tm1732	mutant
tm1733	mutant
tm1734	mutant
tm1736	mutant
tm1737	mutant
tm1738	mutant
tm1739	mutant
tm1741	mutant
tm1743	mutant
tm1744	mutant
tm1745	mutant
tm1746	mutant
tm1747	mutant
tm1748	mutant
tm1749	mutant
tm1750	mutant
tm1751	mutant
tm1752	mutant
tm1753	mutant
tm1754	mutant
tm1755	mutant
tm1756	mutant
tm1757	mutant
tm1758	mutant
tm1759	mutant
tm1760	mutant
tm1761	mutant
tm1762	mutant
tm1763	mutant
tm1764	mutant
tm1765	mutant
tm1766	mutant
tm1767	mutant
tm1768	mutant
tm1769	mutant
tm1770	mutant
tm1771	mutant
tm1772	mutant
tm1773	mutant
tm1774	mutant
tm1775	mutant
tm1776	mutant
tm1777	mutant
tm1778	mutant
tm1779	mutant
tm1780	mutant
tm1781	mutant
tm1782	mutant
tm1783	mutant
tm1784	mutant
tm1785	mutant
tm1786	mutant
tm1787	mutant
tm1788	mutant
tm1789	mutant
tm1790	mutant
tm1791	mutant
tm1792	mutant
tm1793	mutant
tm1794	mutant
tm1795	mutant
tm1796	mutant
tm1798	mutant
tm1799	mutant
tm1800	mutant
tm1801	mutant
tm1802	mutant
tm1803	mutant
tm1804	mutant
tm1805	mutant
tm1806	mutant
tm1807	mutant
tm1808	mutant
tm1809	mutant
tm1810	mutant
tm1811	mutant
tm1812	mutant
tm1813	mutant
tm1814	mutant
tm1815	mutant
tm1816	mutant
tm1817	mutant
tm1818	mutant
tm1819	mutant
tm1820	mutant
tm1821	mutant
tm1822	mutant
tm1823	mutant
tm1824	mutant
tm1825	mutant
tm1826	mutant
tm1827	mutant
tm1828	mutant
tm1829	mutant
tm1830	mutant
tm1831	mutant
tm1832	mutant
tm1833	mutant
tm1834	mutant
tm1835	mutant
tm1836	mutant
tm1838	mutant
tm1839	mutant
tm1840	mutant
tm1841	mutant
tm1842	mutant
tm1843	mutant
tm1844	mutant
tm1845	mutant
tm1846	mutant
tm1847	mutant
tm1848	mutant
tm1849	mutant
tm1850	mutant
tm1851	mutant
tm1852	mutant
tm1853	mutant
tm1854	mutant
tm1855	mutant
tm1856	mutant
tm1857	mutant
tm1858	mutant
tm1860	mutant
tm1861	mutant
tm1862	mutant
tm1863	mutant
tm1864	mutant
tm1865	mutant
tm1866	mutant
tm1867	mutant
tm1869	mutant
tm1868	mutant
tm1870	mutant
tm1871	mutant
tm1872	mutant
tm1873	mutant
tm1874	mutant
tm1875	mutant
tm1876	mutant
tm1877	mutant
tm1878	mutant
tm1879	mutant
tm1880	mutant
tm1881	mutant
tm1882	mutant
tm1883	mutant
tm1884	mutant
tm1885	mutant
tm1886	mutant
tm1887	mutant
tm1888	mutant
tm1889	mutant
tm1890	mutant
tm1891	mutant
tm1892	mutant
tm1893	mutant
tm1895	mutant
tm1896	mutant
tm1897	mutant
tm1898	mutant
tm1899	mutant
tm1900	mutant
tm1901	mutant
tm1903	mutant
tm1904	mutant
tm1905	mutant
tm1906	mutant
tm1907	mutant
tm1908	mutant
tm1909	mutant
tm1910	mutant
tm1911	mutant
tm1912	mutant
tm1913	mutant
tm1914	mutant
tm1915	mutant
tm1916	mutant
tm1917	mutant
tm1918	mutant
tm1919	mutant
tm1920	mutant
tm1921	mutant
tm1922	mutant
tm1923	mutant
tm1924	mutant
tm1925	mutant
tm1926	mutant
tm1927	mutant
tm1928	mutant
tm1929	mutant
tm1930	mutant
tm1931	mutant
tm1932	mutant
tm1933	mutant
tm1934	mutant
tm1935	mutant
tm1936	mutant
tm1937	mutant
tm1938	mutant
tm1939	mutant
tm1940	mutant
tm1941	mutant
tm1942	mutant
tm1943	mutant
tm1944	mutant
tm1945	mutant
tm1946	mutant
tm1947	mutant
tm1948	mutant
tm1949	mutant
tm1950	mutant
tm1951	mutant
tm1952	mutant
tm1953	mutant
tm1954	mutant
tm1955	mutant
tm1956	mutant
tm1957	mutant
tm1958	mutant
tm1959	mutant
tm1960	mutant
tm1961	mutant
tm1962	mutant
tm1963	mutant
tm1964	mutant
tm1965	mutant
tm1966	mutant
tm1967	mutant
tm1968	mutant
tm1969	mutant
